train_step,method,seed,current_difficulty,target_difficulty_steps,eval_difficulty,eval_mode,eval_rap,mean_reward,std_reward,win_rate,threshold_hit,stage_steps,stage_index
10650000,curriculum,44,2,0,2,0,0.25,12.7,2.72213151776324,1.0,0,5800000,2
10700000,curriculum,44,2,0,2,0,0.25,11.0,3.847076812334269,1.0,0,5850000,2
10750000,curriculum,44,2,0,2,0,0.25,8.5,6.830080526611674,0.9,0,5900000,2
10800000,curriculum,44,2,0,2,0,0.25,5.1,5.107837115648853,0.9,0,5950000,2
10850000,curriculum,44,2,0,2,0,0.25,9.6,4.004996878900157,1.0,0,6000000,2
10900000,curriculum,44,2,0,2,0,0.25,12.5,4.6097722286464435,1.0,0,6050000,2
10950000,curriculum,44,2,0,2,0,0.25,13.0,2.04939015319192,1.0,0,6100000,2
11000000,curriculum,44,2,0,2,0,0.25,12.9,5.127377497317708,1.0,0,6150000,2
11050000,curriculum,44,2,0,2,0,0.25,9.8,4.64327470649756,1.0,0,6200000,2
11100000,curriculum,44,2,0,2,0,0.25,9.4,7.0738956735309575,0.9,0,6250000,2
11150000,curriculum,44,2,0,2,0,0.25,9.6,3.4698703145794947,1.0,0,6300000,2
11200000,curriculum,44,2,0,2,0,0.25,7.2,8.059776671843954,0.9,0,6350000,2
11250000,curriculum,44,2,0,2,0,0.25,11.9,5.821511831131154,0.9,0,6400000,2
11300000,curriculum,44,2,0,2,0,0.25,9.3,3.7429934544425802,1.0,0,6450000,2
11350000,curriculum,44,2,0,2,0,0.25,7.7,6.1,0.9,0,6500000,2
11400000,curriculum,44,2,0,2,0,0.25,9.3,4.267317658670374,1.0,0,6550000,2
11450000,curriculum,44,2,0,2,0,0.25,7.0,7.54983443527075,0.8,0,6600000,2
11500000,curriculum,44,2,0,2,0,0.25,11.5,5.024937810560445,1.0,0,6650000,2
11550000,curriculum,44,2,0,2,0,0.25,10.8,5.688585061331157,1.0,0,6700000,2
11600000,curriculum,44,2,0,2,0,0.25,12.1,2.6248809496813372,1.0,0,6750000,2
11650000,curriculum,44,2,0,2,0,0.25,12.2,3.1874754901018454,1.0,0,6800000,2
11700000,curriculum,44,2,0,2,0,0.25,14.2,2.749545416973504,1.0,0,6850000,2
11750000,curriculum,44,2,0,2,0,0.25,11.8,6.523802572120036,1.0,0,6900000,2
11800000,curriculum,44,2,0,2,0,0.25,14.5,2.9410882339705484,1.0,0,6950000,2
11850000,curriculum,44,2,0,2,0,0.25,7.1,4.948737212663449,0.9,0,7000000,2
11900000,curriculum,44,2,0,2,0,0.25,6.6,10.55651457631732,0.7,0,7050000,2
11950000,curriculum,44,2,0,2,0,0.25,12.0,4.979959839195493,1.0,0,7100000,2
12000000,curriculum,44,2,0,2,0,0.25,10.0,6.603029607687671,0.9,0,7150000,2
12050000,curriculum,44,2,0,2,0,0.25,11.0,5.403702434442518,0.9,0,7200000,2
12100000,curriculum,44,2,0,2,0,0.25,10.6,4.294182110716778,1.0,0,7250000,2
12150000,curriculum,44,2,0,2,0,0.25,13.3,4.026164427839479,1.0,0,7300000,2
12200000,curriculum,44,2,0,2,0,0.25,13.8,3.340658617698013,1.0,0,7350000,2
12250000,curriculum,44,2,0,2,0,0.25,13.5,2.3345235059857505,1.0,0,7400000,2
12300000,curriculum,44,2,0,2,0,0.25,9.9,6.268173577685928,0.9,0,7450000,2
12350000,curriculum,44,2,0,2,0,0.25,10.7,4.879549159502341,0.9,0,7500000,2
12400000,curriculum,44,2,0,2,0,0.25,14.5,4.129164564412516,1.0,0,7550000,2
12450000,curriculum,44,2,0,2,0,0.25,11.5,5.044799302251775,0.9,0,7600000,2
12500000,curriculum,44,2,0,2,0,0.25,9.5,4.631414470763764,1.0,0,7650000,2
12550000,curriculum,44,2,0,2,0,0.25,10.9,5.5578772926361015,0.9,0,7700000,2
12600000,curriculum,44,2,0,2,0,0.25,9.9,4.592385001282014,1.0,0,7750000,2
12650000,curriculum,44,2,0,2,0,0.25,10.9,4.011234224026316,1.0,0,7800000,2
12700000,curriculum,44,2,0,2,0,0.25,15.0,2.6076809620810595,1.0,1,7850000,2
12750000,curriculum,44,2,0,2,0,0.25,8.8,4.377213725647858,1.0,0,7900000,2
12800000,curriculum,44,2,0,2,0,0.25,12.0,4.919349550499537,1.0,0,7950000,2
12850000,curriculum,44,2,0,2,0,0.25,9.5,9.233092656309694,0.8,0,8000000,2
12900000,curriculum,44,2,0,2,0,0.25,10.7,3.6891733491393435,1.0,0,8050000,2
12950000,curriculum,44,2,0,2,0,0.25,10.8,4.214261501141095,1.0,0,8100000,2
13000000,curriculum,44,2,0,2,0,0.25,11.1,4.504442251822083,1.0,0,8150000,2
13050000,curriculum,44,2,0,2,0,0.25,13.3,2.451530134426253,1.0,0,8200000,2
13100000,curriculum,44,2,0,2,0,0.25,13.1,2.5079872407968904,1.0,0,8250000,2
13150000,curriculum,44,2,0,2,0,0.25,12.1,3.645545226711637,1.0,0,8300000,2
13200000,curriculum,44,2,0,2,0,0.25,12.5,3.8794329482541645,1.0,0,8350000,2
13250000,curriculum,44,2,0,2,0,0.25,13.0,1.9493588689617927,1.0,0,8400000,2
13300000,curriculum,44,2,0,2,0,0.25,13.5,4.224926034855522,1.0,0,8450000,2
